Suburb,Type,Lattitude,Longtitude,Landpercentage
Reservoir,h,-37.8966,145.0737,42.54143646
Coburg,t,-37.7149,145.0009,42.55319149
Surrey Hills,u,-37.9166,145.0418,42.6035503
Gowanbrae,h,-37.9874,145.0315,42.63888889
Templestowe Lower,h,-37.7839,144.9343,42.64705882
Hughesdale,h,-37.7651,145.0027,42.64705882
Toorak,h,-37.90465,145.08894,42.67399267
West Footscray,h,-37.7397,144.898,42.68774704
Northcote,h,-37.8416,144.8651,42.69662921
Camberwell,h,-37.7937,145.0353,42.71356784
Taylors Lakes,h,-37.8966,145.0863,42.7184466
Heathmont,h,-37.7418,144.8938,42.73684211
Richmond,h,-37.7624,144.9671,42.73972603
Seddon,h,-37.7611,144.966,42.76315789
Burwood,h,-37.8138,144.9921,42.85714286
Melbourne,u,-37.8395,144.9868,42.85714286
Fitzroy North,h,-37.71289,145.01967,42.85714286
Maidstone,h,-37.7615,144.9094,42.92343387
North Melbourne,t,-37.722,144.9169,42.92929293
Coburg North,h,-37.77206,144.90397,42.93193717
Reservoir,u,-37.80248,144.94846,42.98245614
Kensington,t,-37.758,144.9667,42.98245614
Balwyn North,h,-37.79341,145.04075,42.98245614
Elsternwick,h,-37.8572,145.0066,42.99065421
Bentleigh East,h,-37.9043,145.0622,43.04635762
Windsor,u,-37.7964,144.9923,43.08510638
Wantirna,h,-37.8204,145.0489,43.12796209
Essendon,h,-37.7098,145.0211,43.1372549
Carlton,h,-37.81952,144.99673,43.14516129
Seddon,h,-37.7211,144.9508,43.15789474
Brunswick,h,-37.7948,144.9875,43.16939891
Preston,h,-37.832,144.999,43.16939891
Bentleigh East,h,-37.7968,144.8708,43.16939891
Keilor East,h,-37.92025,145.03482,43.17548747
Williamstown,h,-37.91737,145.11569,43.19066148
Bentleigh East,u,-37.84804,144.96066,43.2160804
Essendon,u,-37.80792,144.99508,43.22916667
Armadale,h,-37.7036,145.0145,43.23144105
Moonee Ponds,h,-37.7025,144.9887,43.26241135
Fitzroy North,h,-37.77796,144.98374,43.29268293
Maidstone,h,-37.7959,144.8863,43.29268293
Brunswick West,t,-37.8251,145.0063,43.30708661
Bentleigh,t,-37.9223,145.0747,43.39622642
Essendon,h,-37.8574,145.0281,43.41463415
Brunswick,h,-37.8219,145.0556,43.42857143
Fitzroy,h,-37.7717,144.995,43.45549738
Sunshine West,h,-37.8362,145.064,43.46289753
Doncaster,h,-37.7563,144.96,43.47826087
St Kilda,h,-37.75908,144.96969,43.47826087
Yarraville,h,-37.8964,144.9972,43.47826087
Kew,u,-37.7204,144.9131,43.47826087
Templestowe Lower,h,-37.7471,144.9579,43.48894349
Fitzroy North,h,-37.7231,144.8602,43.50649351
Prahran,u,-37.7729,144.9179,43.51464435
Newport,u,-37.7923,144.9324,43.51464435
Williamstown,u,-37.8078,144.8846,43.52331606
Kew,t,-37.90121,145.02462,43.52331606
Bentleigh East,h,-37.7661,144.9691,43.52941176
Mont Albert,h,-37.93582,145.02845,43.54354354
Malvern East,h,-37.8421,145.0719,43.54587869
Brighton East,t,-37.8356,144.9439,43.5483871
Pascoe Vale,h,-37.8778,144.9904,43.55828221
Airport West,h,-37.86955,144.99218,43.58974359
Brighton East,h,-37.7092,145.0274,43.60465116
Bentleigh East,t,-37.77931,144.98197,43.60902256
Footscray,h,-37.7953,144.9275,43.61702128
Bentleigh East,u,-37.8231,145.17911,43.62416107
Forest Hill,h,-37.76298,144.92129,43.62416107
Balwyn North,h,-37.7778,144.9042,43.63057325
Chadstone,t,-37.819,144.895,43.63636364
Preston,h,-37.9138,145.0774,43.64548495
Prahran,h,-37.8203,145.0092,43.64640884
Essendon,h,-37.7266,144.9496,43.65482234
Abbotsford,h,-37.73519,144.92374,43.66197183
Mulgrave,h,-37.8175,144.8964,43.66197183
Rowville,h,-37.8538,144.8722,43.66515837
Mont Albert,h,-37.89718,145.01657,43.68231047
Brunswick,h,-37.7787,145.0918,43.7037037
Balwyn North,t,-37.6952,144.9256,43.72093023
Braybrook,h,-37.7616,144.9284,43.72294372
Brunswick,h,-37.7984,144.9738,43.75
West Footscray,h,-37.76558,144.99474,43.75
Northcote,h,-37.7386,144.917,43.76012966
Carnegie,u,-37.7745,144.9523,43.78531073
Ormond,h,-37.7374,144.99115,43.79432624
Richmond,h,-37.8655,144.8299,43.79562044
Kew,h,-37.8323,145.105,43.80403458
Keilor Park,h,-37.79495,145.08192,43.80530973
Yarraville,h,-37.8247,145.0001,43.80952381
Ormond,u,-37.777,144.9922,43.82022472
Parkville,u,-37.8663,144.9948,43.82022472
Ashburton,h,-37.70985,145.02073,43.82022472
Surrey Hills,h,-37.8463,145.1071,43.82022472
Elwood,u,-37.8016,144.9956,43.82716049
Fitzroy North,u,-37.946,145.0181,43.82716049
Balwyn North,h,-37.77792,144.81678,43.83561644
Murrumbeena,u,-37.77018,144.99969,43.84615385
Ascot Vale,h,-37.79812,144.98873,43.88489209
Preston,h,-37.914,145.0714,43.92523364
Templestowe,h,-37.7218,144.8837,43.93305439
Strathmore,h,-37.8289,145.0089,43.95604396
Reservoir,t,-37.7019,145.0256,43.97905759
Ashburton,h,-37.7443,145.01791,44
Bentleigh,h,-37.7988,144.902,44.02173913
Maidstone,h,-37.7216,144.9292,44.02985075
Balwyn North,h,-37.7637,144.8931,44.02985075
Taylors Lakes,h,-37.8958,145.0696,44.05594406
Elwood,u,-37.8172,144.8919,44.10480349
Preston,u,-37.80626,145.08776,44.11764706
Wantirna,h,-37.74207,144.81215,44.16666667
Elwood,u,-37.7643,144.9584,44.21768707
Malvern East,h,-37.7744,144.9498,44.23076923
Kensington,h,-37.86157,144.8926,44.23791822
Ringwood East,h,-37.78499,145.2647,44.23791822
Balwyn North,h,-37.7625,145.1043,44.27244582
Balwyn,u,-37.8667,145.0752,44.28571429
Elsternwick,h,-37.84908,144.95753,44.30379747
West Footscray,h,-37.8052,145.0489,44.36363636
Southbank,h,-37.77739,144.97361,44.375
Ormond,u,-37.8796,145.0876,44.3877551
Armadale,h,-37.76323,144.88825,44.38943894
Albion,h,-37.8638,144.8798,44.4
North Melbourne,u,-37.80298,144.98894,44.44444444
Ashwood,h,-37.8512,145.0053,44.44444444
Murrumbeena,h,-37.76422,144.96888,44.44444444
Keilor East,h,-37.8106,145.0848,44.44444444
Malvern,h,-37.85681,144.87529,44.44444444
Carlton North,h,-37.7775,144.855,44.44444444
Strathmore,h,-37.8609,144.8947,44.46601942
Brunswick,h,-37.7722,144.9681,44.48398577
Hawthorn East,h,-37.8179,145.20658,44.48669202
Moonee Ponds,t,-37.8698,144.9023,44.48979592
Balwyn,u,-37.81167,145.08595,44.53507341
McKinnon,h,-37.79438,145.03369,44.55958549
Richmond,u,-37.8398,145.0305,44.57364341
Keilor East,h,-37.7047,144.9087,44.57364341
Yarraville,h,-37.7751,145.0099,44.58128079
Burwood,h,-37.90953,145.0155,44.59691252
Kings Park,h,-37.8845,145.1027,44.6
Essendon,h,-37.7167,145.0001,44.64285714
Glen Iris,t,-37.8197,144.8875,44.67005076
Vermont South,h,-37.8625,145.1083,44.68085106
Balwyn,h,-37.72048,144.91323,44.6969697
Box Hill,h,-37.77092,144.92532,44.70588235
Collingwood,u,-37.8641,144.9866,44.71544715
Doncaster East,t,-37.8955,145.073,44.72049689
Malvern East,h,-37.8139,145.0039,44.72361809
Balwyn,u,-37.9381,145.0161,44.72361809
Mitcham,h,-37.7047,144.9087,44.72868217
Cheltenham,h,-37.8521,145.1187,44.73684211
Glen Iris,h,-37.7987,145.0788,44.75138122
Northcote,u,-37.8595,144.8868,44.76190476
Carnegie,h,-37.71147,144.93927,44.7761194
South Yarra,u,-37.788,144.9967,44.7826087
Mount Waverley,h,-37.9271,145.0034,44.78976234
Bayswater,h,-37.8989,145.0008,44.80968858
Kilsyth,h,-37.92247,145.03051,44.82269504
Prahran,h,-37.8653,145.0304,44.82758621
Preston,h,-37.8214,145.0132,44.82758621
Avondale Heights,h,-37.78624,144.99343,44.82758621
Kew,h,-37.78674,145.15106,44.83695652
Carlton,u,-37.8261,145.0127,44.86692015
Burwood East,h,-37.8684,144.815,44.87804878
Toorak,u,-37.8849,144.9993,44.89795918
Mount Waverley,h,-37.7209,144.9179,44.92753623
Sunshine North,h,-37.8764,145.05031,44.94047619
Williamstown,h,-37.86991,144.99244,44.94382022
Kensington,t,-37.8461,144.9528,44.95798319
Oakleigh,h,-37.7539,144.9612,44.95798319
Preston,h,-37.7374,144.9006,44.97354497
Hadfield,h,-37.75587,144.95246,45
Canterbury,h,-37.73108,144.98351,45
Kealba,h,-37.8175,144.8879,45.02617801
Moonee Ponds,h,-37.711,145.0027,45.02923977
Box Hill,h,-37.7763,144.8543,45.03816794
Clifton Hill,h,-37.8518,144.9663,45.05494505
Balwyn,h,-37.8422,145.064,45.07422402
Box Hill,h,-37.78406,144.97494,45.07772021
Bentleigh East,h,-37.79547,144.92802,45.09803922
Spotswood,h,-37.7895,144.8667,45.13888889
Glen Iris,h,-37.8801,145.1051,45.13888889
Carnegie,t,-37.7934,144.9922,45.16129032
Williamstown,h,-37.7685,144.9183,45.1754386
Balwyn,h,-37.8456,144.8741,45.17647059
Bentleigh,h,-37.8661,144.9802,45.18518519
Avondale Heights,h,-37.918,145.0035,45.25547445
Brighton East,h,-37.76699,144.96641,45.26748971
Glen Iris,u,-37.7116,144.9357,45.26748971
North Melbourne,h,-37.7291,144.9446,45.28301887
Hawthorn,h,-37.74587,144.99245,45.28301887
Reservoir,t,-37.79496,144.92659,45.29147982
Brighton East,h,-37.8146,144.8692,45.29147982
Kensington,h,-37.84391,145.03376,45.32258065
Albion,h,-37.8283,145.012,45.34883721
Ascot Vale,h,-37.8154,145.1355,45.37815126
Surrey Hills,h,-37.86582,145.14824,45.40466392
Hawthorn,u,-37.7891,144.8152,45.41666667
Balwyn North,h,-37.8187,144.8771,45.43325527
Maribyrnong,h,-37.7939,144.9572,45.45454545
Brighton,h,-37.82286,144.87856,45.45454545
Newport,h,-37.7729,144.9724,45.5399061
Bentleigh,t,-37.7643,144.9808,45.5399061
Glen Huntly,t,-37.85875,145.07978,45.55555556
Pascoe Vale,h,-37.718,144.94,45.55555556
Caulfield South,h,-37.8235,145.0035,45.56213018
Reservoir,h,-37.7908,144.8485,45.58303887
Seddon,h,-37.7908,144.8485,45.58303887
Caulfield South,h,-37.70612,144.9144,45.59585492
Footscray,h,-37.8258,144.992,45.6
Malvern East,h,-37.8161,145.0812,45.63106796
Toorak,u,-37.8346,144.9448,45.64315353
Fitzroy,u,-37.8348,144.9443,45.65217391
Brunswick,h,-37.7623,144.96619,45.67901235
Ringwood East,u,-37.8234,145.1235,45.69536424
Bulleen,h,-37.76227,144.95649,45.69892473
St Kilda,h,-37.8297,144.8752,45.70135747
Prahran,h,-37.82144,145.09627,45.72072072
Bentleigh,t,-37.8629,144.8781,45.76271186
Kensington,h,-37.87614,144.99081,45.77777778
Moonee Ponds,h,-37.774,144.877,45.79646018
Canterbury,h,-37.74804,144.87039,45.80645161
Maribyrnong,u,-37.8637,145.1024,45.81196581
Brunswick West,h,-37.7834,144.9862,45.81280788
Kew,t,-37.8515,145.0922,45.87155963
Yarraville,h,-37.8431,145.021,45.87554269
Moonee Ponds,h,-37.8101,145.0844,45.89665653
Footscray,u,-37.7962,144.9887,45.91194969
Balwyn North,h,-37.7661,144.9076,45.91194969
Richmond,h,-37.74833,144.96891,45.93495935
Thornbury,u,-37.8861,144.9877,45.93495935
Brighton East,h,-37.7981,145.0904,45.96651446
Kew East,h,-37.8716,145.0999,45.96774194
Sunshine,u,-37.7665,144.9955,46
Ringwood North,h,-37.85183,145.03863,46
Surrey Hills,h,-37.8827,145.0942,46.00938967
Richmond,h,-37.75126,144.89558,46.01449275
Preston,h,-37.84668,144.8904,46.01769912
Glen Waverley,h,-37.8391,144.8467,46.03174603
Coburg North,h,-37.8498,144.9628,46.05263158
Brunswick,h,-37.7611,144.9095,46.06365159
Preston,h,-37.89877,145.15125,46.13259669
Reservoir,u,-37.7988,144.9045,46.15384615
Brunswick West,h,-37.80121,145.04581,46.17169374
Blackburn,h,-37.9445,145.01609,46.17647059
Elwood,h,-37.76048,144.78847,46.20253165
Keilor East,h,-37.87709,145.056,46.22144112
St Kilda,u,-37.8422,144.9554,46.23115578
Carnegie,u,-37.881,144.9841,46.30350195
Essendon,h,-37.7776,145.1267,46.30541872
Brunswick,h,-37.90841,145.00497,46.31043257
Ormond,h,-37.7667,144.9909,46.31578947
Brunswick East,h,-37.8467,144.9894,46.32034632
Sunshine West,h,-37.8529,145.0605,46.34146341
Brighton East,h,-37.97585,145.02455,46.36363636
Travancore,h,-37.7733,144.9599,46.38069705
Brunswick East,h,-37.8197,144.8957,46.39498433
Port Melbourne,h,-37.8475,144.8897,46.42857143
Balwyn,h,-37.8618,144.87855,46.44444444
Glenroy,h,-37.7363,144.9208,46.46153846
Maribyrnong,h,-37.8592,145.0182,46.5437788
Sunshine North,h,-37.79243,144.92968,46.55172414
Hawthorn,h,-37.7218,144.9188,46.58385093
Hawthorn,u,-37.73573,144.87531,46.6
Alphington,h,-37.87107,145.04991,46.60194175
Bentleigh East,u,-37.8415,144.8852,46.60633484
Hampton,h,-37.8926,144.9991,46.61190965
Glen Iris,h,-37.89,145.0559,46.61654135
Keilor,h,-37.8013,145.0652,46.61921708
Reservoir,h,-37.822,144.89,46.62162162
Carnegie,t,-37.9062,145.027,46.63865546
Flemington,u,-37.76261,144.93249,46.66666667
Forest Hill,h,-37.7527,144.9922,46.66666667
Reservoir,u,-37.7692,145.1253,46.6966967
Essendon West,h,-37.7925,144.9315,46.74556213
Preston,h,-37.7315,144.9301,46.76258993
Mont Albert,t,-37.7186,145.011,46.80851064
Northcote,h,-37.8448,145.0055,46.84684685
Malvern,h,-37.8597,145.1084,46.86716792
Scoresby,h,-37.7529,144.9534,46.8879668
Camberwell,h,-37.76021,144.98781,46.92556634
Balwyn North,h,-37.8693,145.17012,46.95431472
Airport West,h,-37.9164,145.0765,46.96485623
Thornbury,u,-37.85047,145.00206,46.96969697
North Melbourne,u,-37.8245,144.9933,46.98795181
Coburg,h,-37.75671,145.11401,47.00460829
Kew East,h,-37.7101,145.0223,47.00854701
Glen Iris,h,-37.8669,145.0767,47.01195219
Templestowe,h,-37.7126,144.99,47.01986755
Brunswick,u,-37.78449,144.93482,47.02702703
Kew,u,-37.7098,144.9163,47.05882353
Carnegie,t,-37.7829,144.9782,47.08520179
Malvern,u,-37.71965,144.90831,47.11033275
Carnegie,u,-37.8285,145.0125,47.11111111
Brunswick,h,-37.8135,145.19972,47.11538462
Camberwell,h,-37.82017,144.84904,47.13114754
Bentleigh East,t,-37.7496,144.892,47.13656388
Kingsbury,h,-37.75813,145.00362,47.15025907
Bulleen,h,-37.8087,144.8952,47.15719064
Ascot Vale,h,-37.8282,145.1301,47.15719064
Cremorne,u,-37.874,144.9933,47.16981132
Aberfeldie,h,-37.8554,145.0611,47.17285945
South Melbourne,h,-37.7861,144.8897,47.2
Hillside,h,-37.72996,144.91949,47.21311475
Cremorne,u,-37.7682,144.9058,47.23247232
Caulfield South,h,-37.8193,144.9993,47.2361809
Brunswick West,u,-37.8446,144.9879,47.2392638
Camberwell,h,-37.831,145.0621,47.24220624
Seddon,h,-37.77523,144.97479,47.25274725
Richmond,u,-37.87288,144.97959,47.27272727
Thornbury,u,-37.8118,144.8801,47.27272727
North Melbourne,u,-37.7776,144.963,47.28033473
Hampton,h,-37.81956,144.89054,47.33333333
Altona,h,-37.7611,144.9677,47.34848485
Brunswick West,h,-37.77455,144.96865,47.45098039
Armadale,u,-37.7807,144.9948,47.46987952
Spotswood,h,-37.9442,145.0018,47.55555556
Elsternwick,u,-37.74731,145.00751,47.57281553
Fairfield,h,-37.77432,144.99111,47.57709251
Bentleigh East,h,-37.91,145.0113,47.5862069
Oak Park,h,-37.75773,144.98542,47.59036145
Doncaster East,h,-37.794,145.1178,47.61904762
Caulfield South,h,-37.8229,144.9931,47.64705882
Kew East,h,-37.8655,145.1096,47.65625
Brighton East,h,-37.859,145.0656,47.6635514
Hughesdale,t,-37.7765,144.9751,47.66839378
Elwood,h,-37.8437,145.0536,47.6744186
Yarraville,h,-37.9336,144.9999,47.68439108
Ringwood East,h,-37.8696,145.0962,47.7124183
Ascot Vale,h,-37.8116,145.0042,47.72727273
Strathmore,h,-37.75308,145.01464,47.74193548
Blackburn,h,-37.7739,145.1287,47.78156997
Ormond,h,-37.7212,144.9326,47.80487805
Canterbury,h,-37.84456,144.87459,47.80793319
Thornbury,u,-37.7868,144.99,47.84946237
Oakleigh,u,-37.8473,144.955,47.85276074
Brighton,u,-37.84794,144.96117,47.88732394
Ashburton,h,-37.83199,145.10877,47.8920742
South Kingsville,h,-37.795,144.883,47.89473684
Reservoir,t,-37.72614,144.99892,47.89579158
Ormond,u,-37.85562,145.00571,47.91666667
Northcote,h,-37.7465,144.8868,47.92626728
Malvern East,h,-37.77552,144.92022,47.95918367
Essendon,t,-37.88319,145.01142,47.97687861
Brunswick West,u,-37.88319,145.01142,47.97687861
Northcote,u,-37.7099,145.0333,47.99270073
Deepdene,h,-37.80369,145.24773,48.01444043
Altona,h,-37.7286,145.0059,48.01762115
St Kilda,h,-37.8012,144.8921,48.03921569
Balwyn North,t,-37.96763,145.06247,48.04804805
Reservoir,h,-37.7763,145.0033,48.05194805
Box Hill,h,-37.9079,145.0685,48.05194805
Armadale,h,-37.75045,144.87158,48.0620155
Port Melbourne,u,-37.82866,145.04259,48.06629834
Ashburton,h,-37.86664,145.08597,48.08184143
Wonga Park,h,-37.7709,144.9334,48.13084112
Doncaster,u,-37.8369,145.0072,48.13432836
Surrey Hills,t,-37.87615,145.23192,48.17518248
Williamstown,h,-37.7904,145.0548,48.20143885
Bentleigh,u,-37.79653,144.8987,48.22335025
Surrey Hills,h,-37.7298,144.8883,48.22695035
Camberwell,u,-37.7851,145.0775,48.22695035
Albert Park,h,-37.7243,144.8533,48.23529412
Keilor Downs,h,-37.7475,144.8959,48.23529412
Keilor East,u,-37.8172,145.0243,48.24120603
Brunswick East,h,-37.7967,144.8083,48.25581395
Coburg,h,-37.79933,144.97932,48.29268293
Keilor Park,h,-37.8287,145.0089,48.32214765
Thornbury,h,-37.8042,145.0279,48.35820896
Essendon,h,-37.73156,144.97087,48.36363636
Balwyn North,h,-37.8796,145.1044,48.37545126
Abbotsford,h,-37.85391,145.00733,48.39857651
Kew,t,-37.7798,144.8156,48.4
Altona North,h,-37.79761,144.88053,48.40182648
Collingwood,t,-37.80473,144.89095,48.41269841
Elwood,h,-37.8834,145.0635,48.41269841
Prahran,h,-37.765,145.0933,48.42105263
Northcote,h,-37.83452,144.93586,48.46416382
Footscray,h,-37.78606,144.88459,48.46796657
Moonee Ponds,u,-37.75815,144.97366,48.46938776
Pascoe Vale,h,-37.82105,145.0068,48.48484848
Hawthorn,h,-37.7266,144.9823,48.50299401
Southbank,u,-37.868,145.0269,48.51851852
St Albans,h,-37.8048,145.0708,48.52507375
Preston,h,-37.8365,144.9497,48.52941176
Bentleigh,u,-37.75,144.8858,48.53420195
Bentleigh East,h,-37.8604,145.01852,48.54545455
Balwyn,h,-37.7551,144.9993,48.57142857
Kew East,h,-37.77976,144.81559,48.58299595
Elwood,u,-37.7566,144.9965,48.61660079
Pascoe Vale,u,-37.7906,144.8687,48.62745098
Carlton,t,-37.7593,144.8561,48.63013699
Ashburton,h,-37.78133,144.86768,48.63945578
Carlton North,h,-37.7833,144.9819,48.66666667
Hadfield,u,-37.8209,145.0052,48.71794872
Port Melbourne,h,-37.7918,144.9264,48.73096447
St Kilda,h,-37.8215,144.89614,48.73646209
Camberwell,h,-37.72893,144.88859,48.76033058
Hawthorn,u,-37.7215,144.8864,48.80952381
Footscray,h,-37.8275,145.1232,48.81516588
Kensington,t,-37.69898,145.02387,48.86363636
Hadfield,h,-37.68646,144.77247,48.87640449
Maribyrnong,h,-37.85385,145.06473,48.88178914
Airport West,h,-37.9069,145.041,48.88888889
Kew,h,-37.7595,144.89427,48.90410959
Glen Iris,h,-37.78458,145.07912,48.92966361
Ascot Vale,h,-37.852,145.0061,48.93617021
Bulleen,h,-37.892,145.008,48.93617021
Fairfield,h,-37.86771,144.99885,48.95104895
Maribyrnong,h,-37.80103,145.17844,48.97959184
Moonee Ponds,h,-37.8543,145.25253,49.01315789
Glen Iris,h,-37.71968,144.87756,49.04458599
Southbank,u,-37.8454,144.9891,49.06832298
Essendon North,h,-37.8837,145.11526,49.06832298
Essendon,u,-37.8278,144.9885,49.07407407
Essendon,h,-37.8278,144.9885,49.07407407
Footscray,u,-37.78265,145.01498,49.07407407
Newport,t,-37.8359,144.9358,49.0797546
Ashburton,t,-37.70798,145.02101,49.1349481
Thornbury,h,-37.75801,144.98758,49.15254237
Hawthorn,h,-37.8726,145.0716,49.16666667
Ringwood,h,-37.7078,145.033,49.18032787
Balwyn,u,-37.75017,145.01204,49.18857143
Reservoir,h,-37.85911,145.01783,49.21875
Bentleigh East,t,-37.7899,144.9984,49.22279793
Keilor East,h,-37.9143,145.0699,49.22813036
Cheltenham,h,-37.76562,145.11944,49.24406048
Williamstown,h,-37.80786,144.88936,49.26108374
Mont Albert,h,-37.7182,144.9244,49.26470588
Oak Park,h,-37.8425,144.9921,49.26829268
Kew,h,-37.931,145.0198,49.27234927
Port Melbourne,u,-37.81813,145.02295,49.2826087
Camberwell,h,-37.70628,144.92379,49.30555556
South Yarra,u,-37.8287,145.1014,49.30875576
Brighton,h,-37.82529,144.87296,49.31880109
Pascoe Vale,h,-37.8614,145.0274,49.32432432
Aberfeldie,u,-37.7731,144.9568,49.32432432
Williamstown,h,-37.8079,144.9934,49.35897436
Hawthorn East,u,-37.92824,145.02237,49.36886396
Brighton,h,-37.7631,144.99884,49.37106918
Collingwood,u,-37.7882,144.8784,49.37238494
Mont Albert,h,-37.7081,144.912,49.43181818
Heathmont,h,-37.82144,145.2358,49.45454545
Camberwell,h,-37.90037,145.10281,49.47526237
Preston,h,-37.81789,145.03948,49.5
Elsternwick,h,-37.9401,145.0083,49.51690821
Maidstone,h,-37.7741,144.9971,49.5412844
Mulgrave,h,-37.7133,145.0374,49.5412844
Altona,u,-37.81272,145.19188,49.543379
Moonee Ponds,h,-37.8329,144.9529,49.55357143
Carnegie,u,-37.8921,145.0381,49.56395349
Port Melbourne,h,-37.82923,145.1744,49.62406015
Fitzroy,h,-37.91777,145.01798,49.63980263
Brighton East,h,-37.8171,145.009,49.66887417
Essendon,h,-37.95877,145.02701,49.67602592
Camberwell,t,-37.7744,144.9035,49.68553459
Kew,u,-37.72556,144.99021,49.6993988
Murrumbeena,t,-37.7742,144.9542,49.72067039
Ascot Vale,u,-37.8125,145.043,49.72527473
Avondale Heights,h,-37.7236,144.9347,49.73166369
Malvern East,u,-37.75996,144.96994,49.7382199
Glen Iris,h,-37.9257,145.1943,49.76152623
Surrey Hills,h,-37.7816,144.88999,49.7704918
Sydenham,h,-37.7708,144.9093,49.79079498
Ringwood,h,-37.84248,145.10181,49.80544747
Oak Park,h,-37.7762,144.9755,49.80694981
Kew East,h,-37.80047,145.21536,49.85507246
Highett,t,-37.8349,145.01,49.86338798
Pascoe Vale,t,-37.82911,145.04531,50
Coburg,t,-37.8542,145.0149,50
Coburg North,h,-37.86275,145.02364,50
Keilor East,h,-37.8508,145.0051,50
Northcote,h,-37.7791,144.9765,50
Coburg North,h,-37.8241,145.0015,50
South Melbourne,u,-37.8613,144.8988,50
Prahran,h,-37.8613,144.8939,50
Hampton,h,-37.76125,145.09478,50
Brunswick East,h,-37.7302,144.9167,50
