Suburb,Type,Lattitude,Longtitude,Landpercentage
Balwyn,h,-37.8422,145.064,45.07422402
Box Hill,h,-37.78406,144.97494,45.07772021
Bentleigh East,h,-37.79547,144.92802,45.09803922
Spotswood,h,-37.7895,144.8667,45.13888889
Glen Iris,h,-37.8801,145.1051,45.13888889
Carnegie,t,-37.7934,144.9922,45.16129032
Williamstown,h,-37.7685,144.9183,45.1754386
Balwyn,h,-37.8456,144.8741,45.17647059
Bentleigh,h,-37.8661,144.9802,45.18518519
Avondale Heights,h,-37.918,145.0035,45.25547445
Brighton East,h,-37.76699,144.96641,45.26748971
Glen Iris,u,-37.7116,144.9357,45.26748971
North Melbourne,h,-37.7291,144.9446,45.28301887
Hawthorn,h,-37.74587,144.99245,45.28301887
Reservoir,t,-37.79496,144.92659,45.29147982
Brighton East,h,-37.8146,144.8692,45.29147982
Kensington,h,-37.84391,145.03376,45.32258065
Albion,h,-37.8283,145.012,45.34883721
Ascot Vale,h,-37.8154,145.1355,45.37815126
Surrey Hills,h,-37.86582,145.14824,45.40466392
Hawthorn,u,-37.7891,144.8152,45.41666667
Balwyn North,h,-37.8187,144.8771,45.43325527
Maribyrnong,h,-37.7939,144.9572,45.45454545
Brighton,h,-37.82286,144.87856,45.45454545
Newport,h,-37.7729,144.9724,45.5399061
Bentleigh,t,-37.7643,144.9808,45.5399061
Glen Huntly,t,-37.85875,145.07978,45.55555556
Pascoe Vale,h,-37.718,144.94,45.55555556
Caulfield South,h,-37.8235,145.0035,45.56213018
Reservoir,h,-37.7908,144.8485,45.58303887
Seddon,h,-37.7908,144.8485,45.58303887
Caulfield South,h,-37.70612,144.9144,45.59585492
Footscray,h,-37.8258,144.992,45.6
Malvern East,h,-37.8161,145.0812,45.63106796
Toorak,u,-37.8346,144.9448,45.64315353
Fitzroy,u,-37.8348,144.9443,45.65217391
Brunswick,h,-37.7623,144.96619,45.67901235
Ringwood East,u,-37.8234,145.1235,45.69536424
Bulleen,h,-37.76227,144.95649,45.69892473
St Kilda,h,-37.8297,144.8752,45.70135747
Prahran,h,-37.82144,145.09627,45.72072072
Bentleigh,t,-37.8629,144.8781,45.76271186
Kensington,h,-37.87614,144.99081,45.77777778
Moonee Ponds,h,-37.774,144.877,45.79646018
Canterbury,h,-37.74804,144.87039,45.80645161
Maribyrnong,u,-37.8637,145.1024,45.81196581
Brunswick West,h,-37.7834,144.9862,45.81280788
Kew,t,-37.8515,145.0922,45.87155963
Yarraville,h,-37.8431,145.021,45.87554269
Moonee Ponds,h,-37.8101,145.0844,45.89665653
Footscray,u,-37.7962,144.9887,45.91194969
Balwyn North,h,-37.7661,144.9076,45.91194969
Richmond,h,-37.74833,144.96891,45.93495935
Thornbury,u,-37.8861,144.9877,45.93495935
Brighton East,h,-37.7981,145.0904,45.96651446
Kew East,h,-37.8716,145.0999,45.96774194
Sunshine,u,-37.7665,144.9955,46
Ringwood North,h,-37.85183,145.03863,46
Surrey Hills,h,-37.8827,145.0942,46.00938967
Richmond,h,-37.75126,144.89558,46.01449275
Preston,h,-37.84668,144.8904,46.01769912
Glen Waverley,h,-37.8391,144.8467,46.03174603
Coburg North,h,-37.8498,144.9628,46.05263158
Brunswick,h,-37.7611,144.9095,46.06365159
Preston,h,-37.89877,145.15125,46.13259669
Reservoir,u,-37.7988,144.9045,46.15384615
Brunswick West,h,-37.80121,145.04581,46.17169374
Blackburn,h,-37.9445,145.01609,46.17647059
Elwood,h,-37.76048,144.78847,46.20253165
Keilor East,h,-37.87709,145.056,46.22144112
St Kilda,u,-37.8422,144.9554,46.23115578
Carnegie,u,-37.881,144.9841,46.30350195
Essendon,h,-37.7776,145.1267,46.30541872
Brunswick,h,-37.90841,145.00497,46.31043257
Ormond,h,-37.7667,144.9909,46.31578947
Brunswick East,h,-37.8467,144.9894,46.32034632
Sunshine West,h,-37.8529,145.0605,46.34146341
Brighton East,h,-37.97585,145.02455,46.36363636
Travancore,h,-37.7733,144.9599,46.38069705
Brunswick East,h,-37.8197,144.8957,46.39498433
Port Melbourne,h,-37.8475,144.8897,46.42857143
Balwyn,h,-37.8618,144.87855,46.44444444
Glenroy,h,-37.7363,144.9208,46.46153846
Maribyrnong,h,-37.8592,145.0182,46.5437788
Sunshine North,h,-37.79243,144.92968,46.55172414
Hawthorn,h,-37.7218,144.9188,46.58385093
Hawthorn,u,-37.73573,144.87531,46.6
Alphington,h,-37.87107,145.04991,46.60194175
Bentleigh East,u,-37.8415,144.8852,46.60633484
Hampton,h,-37.8926,144.9991,46.61190965
Glen Iris,h,-37.89,145.0559,46.61654135
Keilor,h,-37.8013,145.0652,46.61921708
Reservoir,h,-37.822,144.89,46.62162162
Carnegie,t,-37.9062,145.027,46.63865546
Flemington,u,-37.76261,144.93249,46.66666667
Forest Hill,h,-37.7527,144.9922,46.66666667
Reservoir,u,-37.7692,145.1253,46.6966967
Essendon West,h,-37.7925,144.9315,46.74556213
Preston,h,-37.7315,144.9301,46.76258993
Mont Albert,t,-37.7186,145.011,46.80851064
Northcote,h,-37.8448,145.0055,46.84684685
Malvern,h,-37.8597,145.1084,46.86716792
Scoresby,h,-37.7529,144.9534,46.8879668
Camberwell,h,-37.76021,144.98781,46.92556634
Balwyn North,h,-37.8693,145.17012,46.95431472
Airport West,h,-37.9164,145.0765,46.96485623
Thornbury,u,-37.85047,145.00206,46.96969697
North Melbourne,u,-37.8245,144.9933,46.98795181
Coburg,h,-37.75671,145.11401,47.00460829
Kew East,h,-37.7101,145.0223,47.00854701
Glen Iris,h,-37.8669,145.0767,47.01195219
Templestowe,h,-37.7126,144.99,47.01986755
Brunswick,u,-37.78449,144.93482,47.02702703
Kew,u,-37.7098,144.9163,47.05882353
Carnegie,t,-37.7829,144.9782,47.08520179
Malvern,u,-37.71965,144.90831,47.11033275
Carnegie,u,-37.8285,145.0125,47.11111111
Brunswick,h,-37.8135,145.19972,47.11538462
Camberwell,h,-37.82017,144.84904,47.13114754
Bentleigh East,t,-37.7496,144.892,47.13656388
Kingsbury,h,-37.75813,145.00362,47.15025907
Bulleen,h,-37.8087,144.8952,47.15719064
Ascot Vale,h,-37.8282,145.1301,47.15719064
Cremorne,u,-37.874,144.9933,47.16981132
Aberfeldie,h,-37.8554,145.0611,47.17285945
South Melbourne,h,-37.7861,144.8897,47.2
Hillside,h,-37.72996,144.91949,47.21311475
Cremorne,u,-37.7682,144.9058,47.23247232
Caulfield South,h,-37.8193,144.9993,47.2361809
Brunswick West,u,-37.8446,144.9879,47.2392638
Camberwell,h,-37.831,145.0621,47.24220624
Seddon,h,-37.77523,144.97479,47.25274725
Richmond,u,-37.87288,144.97959,47.27272727
Thornbury,u,-37.8118,144.8801,47.27272727
North Melbourne,u,-37.7776,144.963,47.28033473
Hampton,h,-37.81956,144.89054,47.33333333
Altona,h,-37.7611,144.9677,47.34848485
Brunswick West,h,-37.77455,144.96865,47.45098039
Armadale,u,-37.7807,144.9948,47.46987952
Spotswood,h,-37.9442,145.0018,47.55555556
Elsternwick,u,-37.74731,145.00751,47.57281553
Fairfield,h,-37.77432,144.99111,47.57709251
Bentleigh East,h,-37.91,145.0113,47.5862069
Oak Park,h,-37.75773,144.98542,47.59036145
Doncaster East,h,-37.794,145.1178,47.61904762
Caulfield South,h,-37.8229,144.9931,47.64705882
Kew East,h,-37.8655,145.1096,47.65625
Brighton East,h,-37.859,145.0656,47.6635514
Hughesdale,t,-37.7765,144.9751,47.66839378
Elwood,h,-37.8437,145.0536,47.6744186
Yarraville,h,-37.9336,144.9999,47.68439108
Ringwood East,h,-37.8696,145.0962,47.7124183
Ascot Vale,h,-37.8116,145.0042,47.72727273
Strathmore,h,-37.75308,145.01464,47.74193548
Blackburn,h,-37.7739,145.1287,47.78156997
Ormond,h,-37.7212,144.9326,47.80487805
Canterbury,h,-37.84456,144.87459,47.80793319
Thornbury,u,-37.7868,144.99,47.84946237
Oakleigh,u,-37.8473,144.955,47.85276074
Brighton,u,-37.84794,144.96117,47.88732394
Ashburton,h,-37.83199,145.10877,47.8920742
South Kingsville,h,-37.795,144.883,47.89473684
Reservoir,t,-37.72614,144.99892,47.89579158
Ormond,u,-37.85562,145.00571,47.91666667
Northcote,h,-37.7465,144.8868,47.92626728
Malvern East,h,-37.77552,144.92022,47.95918367
Essendon,t,-37.88319,145.01142,47.97687861
Brunswick West,u,-37.88319,145.01142,47.97687861
Northcote,u,-37.7099,145.0333,47.99270073
Deepdene,h,-37.80369,145.24773,48.01444043
Altona,h,-37.7286,145.0059,48.01762115
St Kilda,h,-37.8012,144.8921,48.03921569
Balwyn North,t,-37.96763,145.06247,48.04804805
Reservoir,h,-37.7763,145.0033,48.05194805
Box Hill,h,-37.9079,145.0685,48.05194805
Armadale,h,-37.75045,144.87158,48.0620155
Port Melbourne,u,-37.82866,145.04259,48.06629834
Ashburton,h,-37.86664,145.08597,48.08184143
Wonga Park,h,-37.7709,144.9334,48.13084112
Doncaster,u,-37.8369,145.0072,48.13432836
Surrey Hills,t,-37.87615,145.23192,48.17518248
Williamstown,h,-37.7904,145.0548,48.20143885
Bentleigh,u,-37.79653,144.8987,48.22335025
Surrey Hills,h,-37.7298,144.8883,48.22695035
Camberwell,u,-37.7851,145.0775,48.22695035
Albert Park,h,-37.7243,144.8533,48.23529412
Keilor Downs,h,-37.7475,144.8959,48.23529412
Keilor East,u,-37.8172,145.0243,48.24120603
Brunswick East,h,-37.7967,144.8083,48.25581395
Coburg,h,-37.79933,144.97932,48.29268293
Keilor Park,h,-37.8287,145.0089,48.32214765
Thornbury,h,-37.8042,145.0279,48.35820896
Essendon,h,-37.73156,144.97087,48.36363636
Balwyn North,h,-37.8796,145.1044,48.37545126
Abbotsford,h,-37.85391,145.00733,48.39857651
Kew,t,-37.7798,144.8156,48.4
Altona North,h,-37.79761,144.88053,48.40182648
Collingwood,t,-37.80473,144.89095,48.41269841
Elwood,h,-37.8834,145.0635,48.41269841
Prahran,h,-37.765,145.0933,48.42105263
Northcote,h,-37.83452,144.93586,48.46416382
Footscray,h,-37.78606,144.88459,48.46796657
Moonee Ponds,u,-37.75815,144.97366,48.46938776
Pascoe Vale,h,-37.82105,145.0068,48.48484848
Hawthorn,h,-37.7266,144.9823,48.50299401
Southbank,u,-37.868,145.0269,48.51851852
St Albans,h,-37.8048,145.0708,48.52507375
Preston,h,-37.8365,144.9497,48.52941176
Bentleigh,u,-37.75,144.8858,48.53420195
Bentleigh East,h,-37.8604,145.01852,48.54545455
Balwyn,h,-37.7551,144.9993,48.57142857
Kew East,h,-37.77976,144.81559,48.58299595
Elwood,u,-37.7566,144.9965,48.61660079
Pascoe Vale,u,-37.7906,144.8687,48.62745098
Carlton,t,-37.7593,144.8561,48.63013699
Ashburton,h,-37.78133,144.86768,48.63945578
Carlton North,h,-37.7833,144.9819,48.66666667
Hadfield,u,-37.8209,145.0052,48.71794872
Port Melbourne,h,-37.7918,144.9264,48.73096447
St Kilda,h,-37.8215,144.89614,48.73646209
Camberwell,h,-37.72893,144.88859,48.76033058
Hawthorn,u,-37.7215,144.8864,48.80952381
Footscray,h,-37.8275,145.1232,48.81516588
Kensington,t,-37.69898,145.02387,48.86363636
Hadfield,h,-37.68646,144.77247,48.87640449
Maribyrnong,h,-37.85385,145.06473,48.88178914
Airport West,h,-37.9069,145.041,48.88888889
Kew,h,-37.7595,144.89427,48.90410959
Glen Iris,h,-37.78458,145.07912,48.92966361
Ascot Vale,h,-37.852,145.0061,48.93617021
Bulleen,h,-37.892,145.008,48.93617021
Fairfield,h,-37.86771,144.99885,48.95104895
Maribyrnong,h,-37.80103,145.17844,48.97959184
Moonee Ponds,h,-37.8543,145.25253,49.01315789
Glen Iris,h,-37.71968,144.87756,49.04458599
Southbank,u,-37.8454,144.9891,49.06832298
Essendon North,h,-37.8837,145.11526,49.06832298
Essendon,u,-37.8278,144.9885,49.07407407
Essendon,h,-37.8278,144.9885,49.07407407
Footscray,u,-37.78265,145.01498,49.07407407
Newport,t,-37.8359,144.9358,49.0797546
Ashburton,t,-37.70798,145.02101,49.1349481
Thornbury,h,-37.75801,144.98758,49.15254237
Hawthorn,h,-37.8726,145.0716,49.16666667
Ringwood,h,-37.7078,145.033,49.18032787
Balwyn,u,-37.75017,145.01204,49.18857143
Reservoir,h,-37.85911,145.01783,49.21875
Bentleigh East,t,-37.7899,144.9984,49.22279793
Keilor East,h,-37.9143,145.0699,49.22813036
Cheltenham,h,-37.76562,145.11944,49.24406048
Williamstown,h,-37.80786,144.88936,49.26108374
Mont Albert,h,-37.7182,144.9244,49.26470588
Oak Park,h,-37.8425,144.9921,49.26829268
Kew,h,-37.931,145.0198,49.27234927
Port Melbourne,u,-37.81813,145.02295,49.2826087
Camberwell,h,-37.70628,144.92379,49.30555556
South Yarra,u,-37.8287,145.1014,49.30875576
Brighton,h,-37.82529,144.87296,49.31880109
Pascoe Vale,h,-37.8614,145.0274,49.32432432
Aberfeldie,u,-37.7731,144.9568,49.32432432
Williamstown,h,-37.8079,144.9934,49.35897436
Hawthorn East,u,-37.92824,145.02237,49.36886396
Brighton,h,-37.7631,144.99884,49.37106918
Collingwood,u,-37.7882,144.8784,49.37238494
Mont Albert,h,-37.7081,144.912,49.43181818
Heathmont,h,-37.82144,145.2358,49.45454545
Camberwell,h,-37.90037,145.10281,49.47526237
Preston,h,-37.81789,145.03948,49.5
Elsternwick,h,-37.9401,145.0083,49.51690821
Maidstone,h,-37.7741,144.9971,49.5412844
Mulgrave,h,-37.7133,145.0374,49.5412844
Altona,u,-37.81272,145.19188,49.543379
Moonee Ponds,h,-37.8329,144.9529,49.55357143
Carnegie,u,-37.8921,145.0381,49.56395349
Port Melbourne,h,-37.82923,145.1744,49.62406015
Fitzroy,h,-37.91777,145.01798,49.63980263
Brighton East,h,-37.8171,145.009,49.66887417
Essendon,h,-37.95877,145.02701,49.67602592
Camberwell,t,-37.7744,144.9035,49.68553459
Kew,u,-37.72556,144.99021,49.6993988
Murrumbeena,t,-37.7742,144.9542,49.72067039
Ascot Vale,u,-37.8125,145.043,49.72527473
Avondale Heights,h,-37.7236,144.9347,49.73166369
Malvern East,u,-37.75996,144.96994,49.7382199
Glen Iris,h,-37.9257,145.1943,49.76152623
Surrey Hills,h,-37.7816,144.88999,49.7704918
Sydenham,h,-37.7708,144.9093,49.79079498
Ringwood,h,-37.84248,145.10181,49.80544747
Oak Park,h,-37.7762,144.9755,49.80694981
Kew East,h,-37.80047,145.21536,49.85507246
Highett,t,-37.8349,145.01,49.86338798
Pascoe Vale,t,-37.82911,145.04531,50
Coburg,t,-37.8542,145.0149,50
Coburg North,h,-37.86275,145.02364,50
Keilor East,h,-37.8508,145.0051,50
Northcote,h,-37.7791,144.9765,50
Coburg North,h,-37.8241,145.0015,50
South Melbourne,u,-37.8613,144.8988,50
Prahran,h,-37.8613,144.8939,50
Hampton,h,-37.76125,145.09478,50
Brunswick East,h,-37.7302,144.9167,50
West Footscray,h,-37.92064,145.03146,50.07518797
Windsor,u,-37.92798,144.9948,50.0952381
Pascoe Vale,h,-37.851,145.0316,50.10615711
Malvern,h,-37.80038,145.10047,50.1396648
South Melbourne,h,-37.88321,145.01155,50.14577259
Ripponlea,h,-37.7166,144.9104,50.14662757
Brunswick,h,-37.8068,145.0786,50.14836795
Essendon,h,-37.798,145.1007,50.1510574
Deepdene,h,-37.83015,144.85064,50.15479876
Cheltenham,h,-37.856,145.0691,50.15873016
Newport,h,-37.8162,145.0206,50.18587361
Glen Iris,h,-37.93248,145.04219,50.20920502
Newport,h,-37.79408,145.16352,50.24875622
Blackburn North,h,-37.84197,145.09374,50.34482759
Thornbury,t,-37.83964,144.935,50.38363171
Hawthorn,h,-37.70322,144.88236,50.42016807
Fairfield,u,-37.871,144.8185,50.43478261
Footscray,h,-37.8214,145.0437,50.4587156
Fitzroy,h,-37.77387,145.0889,50.46439628
Altona North,h,-37.86217,144.89765,50.47923323
Fairfield,h,-37.85678,145.05555,50.4950495
St Kilda,u,-37.8025,144.9939,50.50505051
Yarraville,h,-37.8194,144.8914,50.50505051
Balaclava,h,-37.76166,144.95065,50.53763441
Melbourne,u,-37.80535,144.88297,50.54151625
Cheltenham,h,-37.87515,145.25241,50.56818182
Northcote,h,-37.8407,144.9424,50.57142857
Blackburn South,h,-37.83398,144.93968,50.60728745
Surrey Hills,h,-37.71045,145.0018,50.61728395
Burwood,t,-37.95185,145.01859,50.63291139
Hadfield,h,-37.77221,144.97537,50.64935065
Bentleigh East,h,-37.7778,144.9131,50.67114094
Glen Iris,h,-37.7229,144.9055,50.67385445
Richmond,h,-37.77747,144.97168,50.69124424
Kensington,h,-37.9432,145.0348,50.69124424
Armadale,u,-37.8186,144.8929,50.75376884
Balwyn,h,-37.708,145.0223,50.75757576
Malvern,t,-37.84373,144.88604,50.76923077
Pascoe Vale,h,-37.7106,145.0225,50.76923077
Box Hill,t,-37.8523,145.0726,50.78369906
West Melbourne,h,-37.8346,144.9358,50.78864353
Donvale,h,-37.72219,144.92559,50.79268293
Hampton,h,-37.9172,145.0072,50.79365079
Brunswick East,h,-37.86429,144.97382,50.83892617
Richmond,u,-37.7619,144.9412,50.84745763
Brighton,h,-37.8386,145.067,50.84745763
Coburg,h,-37.9239,145.0781,50.84745763
Kew,h,-37.707,144.9411,50.85470085
Spotswood,h,-37.7073,144.9486,50.86956522
Glen Huntly,h,-37.7962,144.8844,50.9009009
Yarraville,t,-37.7522,144.8659,50.91463415
Oak Park,h,-37.9055,145.0173,50.93632959
Elwood,u,-37.7302,144.8855,50.94339623
Wheelers Hill,h,-37.8516,145.1056,50.94339623
Glenroy,h,-37.94964,145.02753,50.97402597
Glenroy,h,-37.8439,144.8733,51.04166667
Bentleigh East,u,-37.85014,145.00672,51.0460251
Williamstown,h,-37.7844,145.0225,51.07913669
Bentleigh,t,-37.77984,144.99786,51.08695652
Murrumbeena,u,-37.7738,144.9733,51.09489051
Bayswater,h,-37.83648,144.86296,51.11111111
Kew,h,-37.6983,144.9998,51.12781955
Caulfield North,u,-37.92022,144.99824,51.13122172
West Footscray,h,-37.8525,144.8945,51.14006515
Sunshine,h,-37.79732,144.8848,51.14155251
Maribyrnong,u,-37.7928,144.9987,51.14942529
Balwyn,h,-37.72732,144.91582,51.16618076
Reservoir,h,-37.73594,144.89929,51.171875
Northcote,h,-37.8689,145.0504,51.17647059
Bentleigh,h,-37.8201,144.9898,51.18110236
Melbourne,u,-37.8201,144.9898,51.18110236
Yarraville,h,-37.90088,145.11692,51.18644068
Taylors Lakes,h,-37.8571,144.8767,51.19617225
Murrumbeena,t,-37.7624,144.9365,51.20481928
Reservoir,h,-37.8012,144.8924,51.2195122
Ascot Vale,h,-37.7729,144.9815,51.2195122
Richmond,h,-37.7752,145.1317,51.2195122
Templestowe,t,-37.93933,145.02698,51.2195122
Middle Park,u,-37.77,144.913,51.2254902
Clifton Hill,h,-37.82215,145.02077,51.25448029
Thornbury,h,-37.8978,145.0624,51.26353791
Templestowe Lower,h,-37.70489,144.91033,51.26903553
Camberwell,h,-37.7671,145.0176,51.30434783
Preston,h,-37.8817,145.0126,51.31264916
Northcote,h,-37.8034,144.8855,51.31578947
Elwood,h,-37.79223,145.14606,51.31894484
Reservoir,u,-37.8011,145.0004,51.33333333
Glen Huntly,u,-37.78323,145.00957,51.35135135
Murrumbeena,t,-37.8731,144.99168,51.35135135
Richmond,u,-37.8084,144.8907,51.35135135
North Melbourne,u,-37.8501,144.9995,51.35135135
Maidstone,h,-37.8184,145.0702,51.36094675
Highett,h,-37.86871,144.90124,51.38461538
Templestowe Lower,h,-37.81792,145.06244,51.39607032
Balaclava,u,-37.75908,144.96959,51.42857143
Bentleigh East,h,-37.85569,145.00522,51.45631068
Essendon West,h,-37.82653,145.20261,51.45631068
Brunswick,u,-37.8079,144.8825,51.47058824
Northcote,h,-37.77226,145.02019,51.47679325
Balwyn North,h,-37.8988,145.0098,51.47679325
Brighton,u,-37.84265,145.08199,51.5
Balwyn North,h,-37.7132,144.9488,51.51515152
Port Melbourne,h,-37.7606,144.8973,51.52838428
Reservoir,h,-37.76815,145.14107,51.54130703
Templestowe Lower,h,-37.7629,144.9157,51.57232704
Hawthorn East,h,-37.9178,145.0139,51.58959538
Elsternwick,h,-37.8629,144.9887,51.60550459
Collingwood,h,-37.8485,145.0169,51.60818713
Cheltenham,t,-37.9127,145.0694,51.61290323
West Footscray,h,-37.86805,145.02708,51.63636364
Travancore,h,-37.7537,144.9766,51.65048544
Box Hill,h,-37.7639,145.0135,51.65289256
St Albans,h,-37.7417,144.9133,51.65562914
Sunshine,h,-37.8856,145.0599,51.65876777
Hampton,h,-37.7548,144.9315,51.66666667
Albert Park,h,-37.84802,145.03341,51.66666667
Avondale Heights,h,-37.9449,145.0068,51.67464115
Kealba,h,-37.75403,144.8867,51.69491525
Kew,u,-37.9168,145.069,51.71232877
Port Melbourne,h,-37.7634,144.9985,51.75438596
Highett,h,-37.7916,144.92855,51.75879397
Elwood,h,-37.77997,144.99876,51.77304965
Bentleigh,h,-37.807,144.898,51.77993528
Toorak,h,-37.8395,144.9462,51.79487179
Prahran,h,-37.7442,145.0168,51.81818182
Hawthorn,u,-37.785,144.8561,51.81818182
Balwyn,h,-37.84795,144.87468,51.81818182
Hawthorn East,u,-37.7168,144.9329,51.83246073
Brunswick,h,-37.7857,144.931,51.83823529
Preston,h,-37.82031,145.04043,51.85185185
Rowville,h,-37.7445,144.8834,51.87165775
Keilor East,h,-37.80526,145.04294,51.87969925
Glenroy,h,-37.7818,144.9247,51.88679245
Preston,h,-37.7902,144.9319,51.89873418
Balwyn,h,-37.7846,145.0935,51.90217391
Seddon,h,-37.75746,144.95633,51.9047619
Hampton,u,-37.8145,144.8804,51.92307692
Bentleigh,t,-37.76788,144.98621,51.9379845
Oakleigh,h,-37.7935,145.0679,51.97740113
Carnegie,u,-37.80127,145.03733,52
Footscray,h,-37.7676,144.9665,52
Southbank,u,-37.8029,144.9459,52.02020202
Altona,u,-37.8393,144.93858,52.02702703
Brunswick West,u,-37.8163,145.0251,52.0361991
Templestowe,h,-37.8599,145.1101,52.05479452
Balwyn North,h,-37.75148,144.88519,52.05930807
Port Melbourne,h,-37.7767,144.9645,52.07207207
South Yarra,u,-37.883,144.999,52.07253886
South Yarra,u,-37.8037,144.8874,52.07373272
Albion,h,-37.8221,144.9964,52.08333333
Delahey,h,-37.81936,145.05131,52.0979021
Prahran,h,-37.7862,144.9255,52.10355987
Sydenham,h,-37.7962,144.8064,52.10843373
Doncaster,h,-37.9241,145.0008,52.11267606
Maidstone,h,-37.81306,144.88085,52.17391304
South Kingsville,u,-37.8282,144.8856,52.18978102
Collingwood,u,-37.906,145.0547,52.20030349
Moonee Ponds,h,-37.783,145.0926,52.22437137
Bentleigh,h,-37.90914,145.00477,52.26130653
Footscray,h,-37.8115,144.8875,52.27272727
Reservoir,h,-37.8436,144.9925,52.27272727
Avondale Heights,h,-37.78785,145.00056,52.28215768
Strathmore,h,-37.8345,145.1009,52.2875817
St Kilda,u,-37.7893,144.933,52.29681979
Hampton,h,-37.7893,144.933,52.29681979
Surrey Hills,h,-37.74633,144.89644,52.30202578
South Yarra,h,-37.8499,144.957,52.3297491
Brunswick East,h,-37.8856,145.0934,52.34042553
Malvern,h,-37.8516,144.9624,52.3465704
Altona North,h,-37.7856,144.9292,52.38095238
Glen Iris,h,-37.77749,145.29973,52.40740741
Glen Huntly,u,-37.85425,145.01545,52.41635688
Glenroy,t,-37.7604,144.9488,52.42718447
Brunswick,h,-37.76093,144.95896,52.43243243
Toorak,h,-37.7548,144.9113,52.44444444
Carlton,u,-37.817,145.0058,52.46268657
Coburg North,h,-37.8582,144.9913,52.51141553
Balwyn North,h,-37.70212,144.90104,52.5606469
South Yarra,u,-37.8051,144.8858,52.56410256
Collingwood,t,-37.76101,144.96948,52.5862069
Surrey Hills,u,-37.92988,145.01085,52.59433962
Balwyn North,h,-37.8663,144.9882,52.63157895
Kew,h,-37.76281,145.01986,52.64150943
Essendon,u,-37.81042,145.20852,52.66272189
South Melbourne,u,-37.7642,144.969,52.7027027
Kew East,t,-37.81359,145.17574,52.71966527
Chadstone,t,-37.9204,145.0028,52.73743017
Sandringham,h,-37.8943,144.9907,52.75362319
Kilsyth,h,-37.7913,145.1443,52.75590551
Donvale,h,-37.77549,144.90865,52.75590551
Albanvale,h,-37.8351,145.103,52.77777778
Hawthorn,t,-37.81481,144.88013,52.80898876
Malvern,u,-37.89524,145.01615,52.86195286
Bentleigh East,t,-37.7723,145.0319,52.86956522
Hadfield,u,-37.825,145.0536,52.90023202
Melbourne,u,-37.81,144.8896,52.90697674
Elwood,h,-37.77171,144.99565,52.90697674
Fairfield,t,-37.8086,144.9946,52.90697674
South Melbourne,u,-37.7704,144.9695,52.91828794
Fitzroy North,h,-37.7912,144.8439,52.94117647
Ashburton,t,-37.87159,145.0795,52.94117647
Kew,u,-37.8075,145.1011,52.97029703
Carlton North,h,-37.7016,144.8974,52.98013245
Croydon,h,-37.7016,144.8974,52.98013245
Mount Waverley,h,-37.7753,145.0267,52.98507463
Williamstown,u,-37.7851,144.9338,52.99145299
Caulfield South,h,-37.75644,145.15528,52.99145299
Strathmore,h,-37.7382,144.8292,53.0046225
Bulleen,t,-37.87964,144.9856,53.01204819
Glenroy,h,-37.7177,144.9917,53.02013423
Ashwood,h,-37.9257,145.0811,53.02491103
Bentleigh,h,-37.7659,144.9903,53.03867403
Blackburn South,h,-37.7739,145.181,53.05719921
Glen Iris,u,-37.83674,144.86794,53.06859206
Braybrook,h,-37.75981,145.12586,53.07692308
Balwyn North,h,-37.84009,145.19954,53.08441558
Strathmore,h,-37.872,144.9909,53.09734513
South Yarra,u,-37.76392,144.9662,53.1120332
South Kingsville,h,-37.7175,145.0081,53.125
Deepdene,h,-37.82507,145.24058,53.16742081
Bentleigh,u,-37.76623,144.99318,53.17919075
Footscray,u,-37.738,144.8865,53.1986532
Glen Iris,h,-37.8158,145.1384,53.21637427
Altona Meadows,h,-37.79693,145.04621,53.23076923
Ferntree Gully,h,-37.74739,145.00934,53.23193916
Coburg,h,-37.8437,145.069,53.23383085
South Yarra,u,-37.8118,144.99374,53.23741007
Brighton East,h,-37.7676,144.9659,53.26633166
St Albans,h,-37.75245,145.15283,53.28376704
Brunswick West,h,-37.8393,144.9386,53.28947368
Oakleigh,u,-37.8664,145.0772,53.307393
Hawthorn East,t,-37.835,144.8814,53.33333333
Footscray,h,-37.798,144.8728,53.34608031
St Albans,h,-37.7856,145.1088,53.36391437
Richmond,u,-37.769,144.91861,53.38983051
Ashburton,t,-37.7956,144.7953,53.39805825
Hampton,h,-37.8287,145.1054,53.41055341
Armadale,h,-37.7669,144.9664,53.41365462
Sunshine,h,-37.8275,145.1032,53.4562212
Glen Iris,h,-37.9372,145.0101,53.45821326
Bentleigh,h,-37.74228,144.90228,53.46889952
Brunswick West,h,-37.7554,144.9544,53.47826087
Toorak,u,-37.7936,144.8905,53.48837209
Strathmore,h,-37.8631,145.0353,53.49301397
Warrandyte,h,-37.9057,145.0101,53.51629503
Moonee Ponds,h,-37.8374,145.0511,53.52323838
Mount Waverley,h,-37.83738,145.05106,53.52323838
Essendon,h,-37.86682,144.90003,53.52662722
Heathmont,h,-37.94775,145.02379,53.53159851
Reservoir,h,-37.7361,145.0093,53.53535354
Seddon,h,-37.797,145.086,53.53982301
Port Melbourne,h,-37.7689,144.967,53.55450237
Essendon,h,-37.7719,144.9661,53.57142857
West Melbourne,u,-37.80629,144.88062,53.62318841
Northcote,h,-37.88634,145.21601,53.62776025
Kensington,h,-37.7617,144.9272,53.64583333
Clayton,h,-37.9436,145.0169,53.65497076
Albanvale,h,-37.86931,145.15081,53.65853659
Glen Iris,h,-37.7335,144.8788,53.67412141
